englishURN,collection,volumeNumber,bookNumber,bookName,babNumber,babName,hadithNumber,hadithText,bookID,grade1,grade2,comments,ourHadithNumber,matchingArabicURN,last_updated
5090,bukhari,1,10,Times of the Prayers,,,506,"<p>
Narrated Abu Huraira:

<p>I heard Allah's Apostle saying, ""If there was a river at the door of anyone of you and he took a bath in 
it five times a day would you notice any dirt on him?"" They said, ""Not a trace of dirt would be left."" 
The Prophet added, ""That is the example of the five prayers with which Allah blots out (annuls) evil 
deeds.""",10.0,,,,7,105270,2012-04-26 07:00:00
5110,bukhari,1,10,Times of the Prayers,,,508,"<p>
Narrated Anas:

<p>The Prophet said, ""Whenever anyone of you offers his prayer he is speaking in private to his Lord. So 
he should not spit to his right but under his left foot."" Qatada said, ""He should not spit in front of him 
but to his left or under his feet."" And Shu`ba said, ""He should not spit in front of him, nor to his right 
but to his left or under his foot."" Anas said: The Prophet said, ""He should neither spit in the direction 
of his Qibla nor to his right but to his left or under his foot.""",10.0,,,,10,105300,2012-04-26 07:00:00
5120,bukhari,1,10,Times of the Prayers,,,509,"<p>
Narrated Anas:

<p>The Prophet said, ""Do the prostration properly and do not put your forearms flat with elbows touching 
the ground like a dog. And if you want to spit, do not spit in front, nor to the right for the person in 
prayer is speaking in private to his Lord.""",10.0,,,,11,105310,2012-04-26 07:00:00
5130,bukhari,1,10,Times of the Prayers,,,510,"<p>
Narrated Abu Huraira and `Abdullah bin `Umar:

<p>Allah's Apostle said, ""If it is very hot, then pray the Zuhr prayer when it becomes (a bit) cooler, as the 
severity of the heat is from the raging of the Hell-fire.""",10.0,,,,12,105321,2012-04-26 07:00:00
5140,bukhari,1,10,Times of the Prayers,,,511,"<p>
Narrated Abu Dhar:

<p>The Mu'adh-dhin (call-maker) of the Prophet pronounced the Adhan (call) for the Zuhr prayer but the 
Prophet said, ""Let it be cooler, let it be cooler."" Or said, 'Wait, wait, because the severity of heat is 
from the raging of the Hell-fire. In severe hot weather, pray when it becomes (a bit) cooler and the 
shadows of hillocks appear.""",10.0,,,,13,105340,2012-04-26 07:00:00
5150,bukhari,1,10,Times of the Prayers,,,512,"<p>
Narrated Abu Huraira:

<p>The Prophet said, ""In very hot weather delay the Zuhr prayer till it becomes (a bit) cooler because the 
severity of heat is from the raging of the Hell-fire. The Hell-fire of Hell complained to its Lord saying: 
O Lord! My parts are eating (destroying) one another. So Allah allowed it to take two breaths, one in 
the winter and the other in the summer. The breath in the summer is at the time when you feel the 
severest heat and the breath in the winter is at the time when you feel the severest cold.""",10.0,,,,14,105351,2012-04-26 07:00:00
5160,bukhari,1,10,Times of the Prayers,,,513,"<p>
Narrated Abu Sa`id:

<p>that Allah's Apostle said, ""Pray Zuhr prayer when it becomes (a bit) cooler as the severity of heat is 
from the raging of the Hell-fire.""",10.0,,,,15,105370,2012-04-26 07:00:00
5170,bukhari,1,10,Times of the Prayers,,,514,"<p>
Narrated Abu Dhar Al-Ghifar:

<p>We were with the Prophet on a journey and the Mu'adh-dhin (call maker for the prayer) wanted to 
pronounce the Adhan (call) for the Zuhr prayer. The Prophet said, 'Let it become cooler."" He again 
(after a while) wanted to pronounce the Adhan but the Prophet said to him, ""Let it become cooler till 
we see the shadows of hillocks."" The Prophet added, ""The severity of heat is from the raging of the 
Hell-fire, and in very hot weather pray (Zuhr) when it becomes cooler.""",10.0,,,,16,105380,2012-04-26 07:00:00
5180,bukhari,1,10,Times of the Prayers,,,515,"<p>
Narrated Anas bin Malik:

<p>Allah's Apostle came out as the sun declined at midday and offered the Zuhr prayer. He then stood on 
the pulpit and spoke about the Hour (Day of Judgment) and said that in it there would be tremendous 
things. He then said, ""Whoever likes to ask me about anything he can do so and I shall reply as long as 
I am at this place of mine. Most of the people wept and the Prophet said repeatedly, ""Ask me."" 
`Abdullah bin Hudhafa As-Sahmi stood up and said, ""Who is my father?"" The Prophet said, ""Your 
father is Hudhafa."" The Prophet repeatedly said, ""Ask me."" Then `Umar knelt before him and said, 
""We are pleased with Allah as our Lord, Islam as our religion, and Muhammad as our Prophet."" The 
Prophet then became quiet and said, ""Paradise and Hell-fire were displayed in front of me on this wall 
just now and I have never seen a better thing (than the former) and a worse thing (than the latter).",10.0,,,,17,105390,2012-04-26 07:00:00
5190,bukhari,1,10,Times of the Prayers,,,516,"<p>
Narrated Abu Al-Minhal:

<p>Abu Barza said, ""The Prophet used to offer the Fajr (prayer) when one could recognize the person 
sitting by him (after the prayer) and he used to recite between 60 to 100 Ayat (verses) of the Qur'an. 
He used to offer the Zuhr prayer as soon as the sun declined (at noon) and the `Asr at a time when a 
man might go and return from the farthest place in Medina and find the sun still hot. (The sub-narrator 
forgot what was said about the Maghrib). He did not mind delaying the `Isha prayer to one third of the 
night or the middle of the night.""",10.0,,,,18,105400,2012-04-26 07:00:00
5200,bukhari,1,10,Times of the Prayers,,,517,"<p>
Narrated Anas bin Malik:

<p>When we offered the Zuhr prayers behind Allah's Apostle we used to prostrate on our clothes to 
protect ourselves from the heat.",10.0,,,,19,105410,2012-04-26 07:00:00
5210,bukhari,1,10,Times of the Prayers,,,518,"<p>
Narrated Ibn `Abbas:

<p>""The Prophet prayed eight rak`at for the Zuhr and `Asr, and seven for the Maghrib and `Isha prayers 
in Medina."" Aiyub said, ""Perhaps those were rainy nights."" Anas said, ""May be.""",10.0,,,,20,105420,2012-04-26 07:00:00
5220,bukhari,1,10,Times of the Prayers,,,519,"<p>
Narrated Aisha:

<p>Allah's Apostle used to offer the `Asr prayer when the sunshine had not disappeared from my 
chamber.",10.0,,,,21,105430,2012-04-26 07:00:00
5230,bukhari,1,10,Times of the Prayers,,,520,"<p>
Narrated `Aisha:

<p>Allah's Apostle used to offer the `Asr prayers at a time when the sunshine was still inside my chamber 
and no shadow had yet appeared in it.",10.0,,,,22,105440,2012-04-26 07:00:00
5240,bukhari,1,10,Times of the Prayers,,,521,"<p>
Narrated Aisha:

<p>The Prophet used to pray the `Asr prayers at a time when the sunshine was still inside my chamber 
and no shadow had yet appeared in it.",10.0,,,,23,105450,2012-04-26 07:00:00
5250,bukhari,1,10,Times of the Prayers,,,522,"<p>
Narrated Saiyar bin Salama:

<p>I along with my father went to Abu- Barza Al-Aslami and my father asked him, ""How Allah's Apostle 
used to offer the five compulsory congregational prayers?"" Abu- Barza said, ""The Prophet used to 
pray the Zuhr prayer which you (people) call the first one at midday when the sun had just declined 
The `Asr prayer at a time when after the prayer, a man could go to the house at the farthest place in 
Medina (and arrive) while the sun was still hot. (I forgot about the Maghrib prayer). The Prophet 
Loved to delay the `Isha which you call Al- `Atama [??] and he disliked sleeping before it and 
speaking after it. After the Fajr prayer he used to leave when a man could recognize the one sitting 
beside him and he used to recite between 60 to 100 Ayat (in the Fajr prayer) .",10.0,,,,24,105460,2012-04-26 07:00:00
5260,bukhari,1,10,Times of the Prayers,,,523,"<p>
Narrated Anas bin Malik:

<p>We used to pray the `Asr prayer and after that if someone happened to go to the tribe of Bani `Amr 
bin `Auf, he would find them still praying the `Asr (prayer).",10.0,,,,25,105470,2012-04-26 07:00:00
5270,bukhari,1,10,Times of the Prayers,,,524,"<p>
Narrated Abu Bakr bin `Uthman bin Sahl bin Hunaif:

<p>that he heard Abu Umama saying: We prayed the Zuhr prayer with `Umar bin `Abdul `Aziz and then 
went to Anas bin Malik and found him offering the `Asr prayer. I asked him, ""O uncle! Which prayer 
have you offered?"" He said 'The `Asr and this is (the time of) the prayer of Allah s Apostle which we 
used to pray with him.""",10.0,,,,26,105480,2012-04-26 07:00:00
5280,bukhari,1,10,Times of the Prayers,,,525,"<p>
Narrated Anas bin Malik:

<p>Allah's Apostle used to offer the `Asr prayer at a time when the sun was still hot and high and if a 
person went to Al-`Awali (a place) of Medina, he would reach there when the sun was still high. Some 
of Al-`Awali of Medina were about four miles or so from the town.",10.0,,,,27,105490,2012-04-26 07:00:00
5290,bukhari,1,10,Times of the Prayers,,,526,"<p>
Narrated Anas bin Malik:

<p>We used to pray the `Asr and after that if one of US went to Quba' he would arrive there while the sun 
was still high.",10.0,,,,28,105500,2012-04-26 07:00:00
5300,bukhari,1,10,Times of the Prayers,,,527,"<p>
Narrated Ibn `Umar:

<p>Allah's Apostle said, ""Whoever misses the `Asr prayer (intentionally) then it is as if he lost his family 
and property.""",10.0,,,,29,105510,2012-04-26 07:00:00
5310,bukhari,1,10,Times of the Prayers,,,528,"<p>
Narrated Abu Al-Mahh [??]:

<p>We were with Buraida in a battle on a cloudy day and he said, ""Offer the `Asr prayer early as the 
Prophet said, ""Whoever leaves the `Asr prayer, all his (good) deeds will be annulled.""",10.0,,,,30,105520,2012-04-26 07:00:00
5320,bukhari,1,10,Times of the Prayers,,,529,"<p>
Narrated Qais:

<p>Jarir said, ""We were with the Prophet and he looked at the moon--full-moon--and said, 'Certainly you 
will see your Lord as you see this moon and you will have no trouble in seeing Him. So if you can 
avoid missing (through sleep or business, etc.) a prayer before the sunrise (Fajr) and a prayer before 
sunset (`Asr), you must do so.' He then recited Allah's Statement: 
And celebrate the praises Of your Lord before the rising of the sun and before (its) setting."" (50.39) 
Isma`il said, ""Offer those prayers and do not miss them.""",10.0,,,,31,105530,2012-04-26 07:00:00
5330,bukhari,1,10,Times of the Prayers,,,530,"<p>
Narrated Abu Huraira:

<p>Allah's Apostle said, ""Angels come to you in succession by night and day and all of them get together 
at the time of the Fajr and `Asr prayers. Those who have passed the night with you (or stayed with 
you) ascend (to the Heaven) and Allah asks them, though He knows everything about you, well, ""In 
what state did you leave my slaves?"" The angels reply: ""When we left them they were praying and 
when we reached them, they were praying.""",10.0,,,,32,105540,2012-04-26 07:00:00
5340,bukhari,1,10,Times of the Prayers,,,531,"<p>
Narrated Abu Huraira:

<p>Allah's Apostle said, ""If anyone of you can get one rak`a of the `Asr prayer before sunset, he should 
complete his prayer. If any of you can get one rak`a of the Fajr prayer before sunrise, he should 
complete his prayer.""",10.0,,,,33,105550,2012-04-26 07:00:00
5350,bukhari,1,10,Times of the Prayers,,,532,"<p>
Narrated Salim bin `Abdullah:

<p>My father said, ""I heard Allah's Apostle saying, 'The period of your stay as compared to the previous 
nations is like the period equal to the time between the `Asr prayer and sunset. The people of the 
Torah were given the Torah and they acted (upon it) till midday then they were exhausted and were 
given one Qirat (of gold) each. And then the people of the Gospel were given the Gospel and they 
acted (upon it) till the `Asr prayer then they were exhausted and were! given one Qirat each. And then 
we were given the Qur'an and we acted (upon it) till sunset and we were given two Qirats each. On 
that the people of both the scriptures said, 'O our Lord! You have given them two Qirats and given us 
one Qirat, though we have worked more than they.' Allah said, 'Have I usurped some of your right?' 
They said, 'No.' Allah said: ""That is my blessing I bestow upon whomsoever I wish.""",10.0,,,,34,105560,2012-04-26 07:00:00
5360,bukhari,1,10,Times of the Prayers,,,533,"<p>
Narrated Abu Musa:

<p>The Prophet said, ""The example of Muslims, Jews and Christians is like the example of a man who 
employed laborers to work for him from morning till night. They worked till midday and they said, 
'We are not in need of your reward.' So the man employed another batch and said to them, 'Complete 
the rest of the day and yours will be the wages I had fixed (for the first batch). They worked until the 
time of the `Asr prayer and said, 'Whatever we have done is for you.' He employed another batch. 
They worked for the rest of the day till sunset, and they received the wages of the two former 
batches.""",10.0,,,,35,105570,2014-09-18 06:41:53
5370,bukhari,1,10,Times of the Prayers,,,534,"<p>
Narrated Rafi` bin Khadij:

<p>We used to offer the Maghrib prayer with the Prophet and after finishing the prayer one of us may go 
away and could still see as Par as the spots where one's arrow might reach when shot by a bow.",10.0,,,,36,105580,2012-04-26 07:00:00
5380,bukhari,1,10,Times of the Prayers,,,535,"<p>
Narrated Jabir bin `Abdullah:

<p>The Prophet used to pray the Zuhr at midday, and the `Asr at a time when the sun was still bright, the 
Maghrib after sunset (at its stated time) and the `Isha at a variable time. Whenever he saw the people 
assembled (for `Isha' prayer) he would pray earlier and if the people delayed, he would delay the 
prayer. And they or the Prophet used to offer the Fajr Prayers when it still dark.",10.0,,,,37,105590,2012-04-26 07:00:00
5390,bukhari,1,10,Times of the Prayers,,,536,"<p>
Narrated Salama:

<p>We used to pray the Maghrib prayer with the Prophet when the sun disappeared from the horizon.",10.0,,,,38,105600,2012-04-26 07:00:00
5400,bukhari,1,10,Times of the Prayers,,,537,"<p>
Narrated Ibn `Abbas:

<p>The Prophet prayed seven rak`at together and eight rak`at together.",10.0,,,,39,105610,2012-04-26 07:00:00
5410,bukhari,1,10,Times of the Prayers,,,538,"<p>
Narrated `Abdullah Al-Muzani:

<p>The Prophet said, ""Do not be influenced by bedouins regarding the name of your Maghrib prayer 
which is called `Isha' by them.""",10.0,,,,40,105620,2012-04-26 07:00:00
5420,bukhari,1,10,Times of the Prayers,,,539,"<p>
Narrated `Abdullah:

<p>""One night Allah's Apostle led us in the `Isha' prayer and that is the one called Al-`Atma [??] by the 
people. After the completion of the prayer, he faced us and said, ""Do you know the importance of this 
night? Nobody present on the surface of the earth tonight will be living after one hundred years from 
this night."" (See Hadith No. 575).",10.0,,,,41,105630,2012-04-26 07:00:00
5430,bukhari,1,10,Times of the Prayers,,,540,"<p>
Narrated Muhammad bin `Amr:

<p>We asked Jabir bin `Abdullah about the prayers of the Prophet . He said, ""He used to pray Zuhr prayer 
at midday, the `Asr when the sun was still hot, and the Maghrib after sunset (at its stated time). The 
`Isha was offered early if the people gathered, and used to be delayed if their number was less; and the 
morning prayer was offered when it was still dark. """,10.0,,,,42,105640,2012-04-26 07:00:00
5440,bukhari,1,10,Times of the Prayers,,,541,"<p>
Narrated `Aisha:

<p>Allah's Apostle once delayed the `Isha' prayer and that was during the days when Islam still had not 
spread. The Prophet did not come out till `Umar informed him that the women and children had slept. 
Then he came out and said to the people of the mosque: ""None amongst the dwellers of the earth has 
been waiting for it (`Isha prayer) except you.""",10.0,,,,43,105650,2012-04-26 07:00:00
5450,bukhari,1,10,Times of the Prayers,,,542,"<p>
Narrated Abu Musa:

<p>My companions, who came with me in the boat and I landed at a place called Baqi [??] Buthan [??] . 
The Prophet was in Medina at that time. One of us used to go to the Prophet by turns every night at 
the time of the `Isha prayer. Once I along with my companions went to the Prophet and he was busy in 
some of his affairs, so the `Isha' prayer was delayed to the middle of the night He then came out and 
led the people (in prayer). After finishing from the prayer, he addressed the people present there 
saying, ""Be patient! Don't go away. Have the glad tiding. It is from the blessing of Allah upon you 
that none amongst mankind has prayed at this time save you."" Or said, ""None except you has prayed 
at this time."" Abu Musa added, 'So we returned happily after what we heard from Allah's Apostle .""",10.0,,,,44,105660,2012-04-26 07:00:00
5460,bukhari,1,10,Times of the Prayers,,,543,"<p>
Narrated Abu Barza:

<p>Allah's Apostle disliked to sleep before the `Isha' prayer and to talk after it.",10.0,,,,45,105670,2012-04-26 07:00:00
5470,bukhari,1,10,Times of the Prayers,,,544,"<p>
Narrated Ibn Shihab from `Urwa:

<p>`Aisha said, ""Once Allah's Apostle delayed the `Isha' prayer till `Umar reminded him by saying, ""The 
prayer!"" The women and children have slept. Then the Prophet came out and said, 'None amongst the 
dwellers of the earth has been waiting for it (the prayer) except you."" `Urwa said, ""Nowhere except in 
Medina the prayer used to be offered (in those days)."" He further said, ""The Prophet used to offer the 
`Isha' prayer in the period between the disappearance of the twilight and the end of the first third of 
the night.""",10.0,,,,46,105680,2012-04-26 07:00:00
5480,bukhari,1,10,Times of the Prayers,,,545,"<p>
Narrated Ibn Juraij from Nafi`:

<p>`Abdullah bin `Umar said, ""Once Allah's Apostle was busy (at the time of the `Isha'), so the prayer 
was delayed so much so that we slept and woke up and slept and woke up again. The Prophet came 
out and said, 'None amongst the dwellers of the earth but you have been waiting for the prayer."" Ibn 
`Umar did not find any harm in praying it earlier or in delaying it unless he was afraid that sleep might 
overwhelm him and he might miss the prayer, and sometimes he used to sleep before the `Isha' prayer. 
Ibn Juraij said, ""I said to `Ata', 'I heard Ibn `Abbas saying: Once Allah's Apostle delayed the `Isha' 
prayer to such an extent that the people slept and got up and slept again and got up again. Then `Umar 
bin Al-Khattab I, stood up and reminded the Prophet I of the prayer.' `Ata' said, 'Ibn `Abbas said: The 
Prophet came out as if I was looking at him at this time, and water was trickling from his head and he 
was putting his hand on his head and then said, 'Hadn't I thought it hard for my followers, I would 
have ordered them to pray (`Isha' prayer) at this time.' I asked `Ata' for further information, how the 
Prophet had kept his hand on his head as he was told by Ibn `Abbas. `Ata' separated his fingers 
slightly and put their tips on the side of the head, brought the fingers downwards approximating them 
till the thumb touched the lobe of the ear at the side of the temple and the beard on the face. He neither 
slowed nor hurried in this action but he acted like that. The Prophet said: ""Hadn't I thought it hard for 
my followers I would have ordered them to pray at this time.""",10.0,,,,47,105691,2012-04-26 07:00:00
5490,bukhari,1,10,Times of the Prayers,,,546,"<p>
Narrated Anas:

<p>The Prophet delayed the `Isha' prayer till midnight and then he offered the prayer and said, ""The 
people prayed and slept but you have been in prayer as long as you have been waiting for it (the 
prayer)."" Anas added: As if I am looking now at the glitter of the ring of the Prophet on that night.",10.0,,,,48,105710,2012-04-26 07:00:00
5500,bukhari,1,10,Times of the Prayers,,,547,"<p>
Narrated Jarir bin `Abdullah:

<p>We were with the Prophet on a full moon night. He looked at the moon and said, ""You will certainly 
see your Lord as you see this moon, and there will be no trouble in seeing Him. So if you can avoid 
missing (through sleep, business, etc.) a prayer before the rising of the sun (Fajr) and before its setting 
(`Asr) you must do so. He (the Prophet ) then recited the following verse: 
And celebrate the praises Of Your Lord before The rising of the sun And before (its) setting."" (50.39)",10.0,,,,49,105720,2012-04-26 07:00:00
5510,bukhari,1,10,Times of the Prayers,,,548,"<p>
Narrated Abu Bakr bin Abi Musa:

<p>My father said, ""Allah's Apostle said, 'Whoever prays the two cool prayers (`Asr and Fajr) will go to 
Paradise.' """,10.0,,,,50,105731,2012-04-26 07:00:00
5520,bukhari,1,10,Times of the Prayers,,,549,"<p>
Narrated Anas:

<p>Zaid bin Thabit said, ""We took the ""Suhur"" (the meal taken before dawn while fasting is observed) 
with the Prophet and then stood up for the (morning) prayer."" I asked him how long the interval 
between the two (Suhur and prayer) was. He replied, 'The interval between the two was just sufficient 
to recite fifty to Sixth 'Ayat.""",10.0,,,,51,105750,2012-04-26 07:00:00
5530,bukhari,1,10,Times of the Prayers,,,550,"<p>
Narrated Qatada:

<p>Anas bin Malik said, ""The Prophet and Zaid bin Thabit took the 'Suhur' together and after finishing 
the meal, the Prophet stood up and prayed (Fajr prayer)."" I asked Anas, ""How long was the interval 
between finishing their 'Suhur' and starting the prayer?"" He replied, ""The interval between the two 
was just sufficient to recite fifty 'Ayat."" (Verses of the Qur'an).",10.0,,,,52,105760,2012-04-26 07:00:00
5540,bukhari,1,10,Times of the Prayers,,,551,"<p>
Narrated Sahl bin Sa`d:

<p>I used to take the ""Suhur"" meal with my family and hasten so as to catch the Fajr (morning prayer) 
with Allah's Apostle.",10.0,,,,53,105770,2012-04-26 07:00:00
5550,bukhari,1,10,Times of the Prayers,,,552,"<p>
Narrated `Aisha:

<p>The believing women covered with their veiling sheets used to attend the Fajr prayer with Allah's 
Apostle, and after finishing the prayer they would return to their home and nobody could recognize 
them because of darkness.",10.0,,,,54,105780,2012-04-26 07:00:00
5560,bukhari,1,10,Times of the Prayers,,,553,"<p>
Narrated Abu Huraira:

<p>Allah's Apostle said, ""Whoever could get one rak`a (of the Fajr prayer) before sunrise, he has got the 
(morning) prayer and whoever could get one rak`a of the `Asr prayer before sunset, he has got the 
(`Asr) prayer.""",10.0,,,,55,105790,2012-04-26 07:00:00
5570,bukhari,1,10,Times of the Prayers,,,554,"<p>
Narrated Abu Huraira:

<p>Allah's Apostle said, ""Whoever could get one rak`a of a prayer, (in its proper time) he has got the 
prayer.""",10.0,,,,56,105800,2012-04-26 07:00:00
5580,bukhari,1,10,Times of the Prayers,,,555,"<p>
Narrated `Umar:

<p>""The Prophet forbade praying after the Fajr prayer till the sun rises and after the `Asr prayer till the 
sun sets.""",10.0,,,,57,105810,2012-04-26 07:00:00
5590,bukhari,1,10,Times of the Prayers,,,556,"<p>
Narrated Ibn `Abbas:

<p>Some people told me the same narration (as above).",10.0,,,,58,105820,2012-04-26 07:00:00
5600,bukhari,1,10,Times of the Prayers,,,557,"<p>
Narrated Hisham's father:

<p>Ibn `Umar said, ""Allah's Apostle said, 'Do not pray at the time of sunrise and at the time of sunset.' "" 
Ibn `Umar said, ""Allah's Apostle said, 'If the edge of the sun appears (above the horizon) delay the 
prayer till it becomes high, and if the edge of the sun disappears, delay the prayer till it sets 
(disappears completely).' """,10.0,,,,59,105831,2012-04-26 07:00:00
5610,bukhari,1,10,Times of the Prayers,,,558,"<p>
Narrated Abu Huraira:

<p>Allah's Apostle forbade two kinds of sales, two kinds of dresses, and two prayers. He forbade offering 
prayers after the Fajr prayer till the rising of the sun and after the `Asr prayer till its setting. He also 
forbade ""Ishtimal-Assama [??] "" and ""al-Ihtiba"" in one garment in such a way that one's private parts 
are exposed towards the sky. He also forbade the sales called ""Munabadha"" and ""Mulamasa."" (See 
Hadith No. 354 and 355 Vol. 3).",10.0,,,,60,105850,2012-04-26 07:00:00
5620,bukhari,1,10,Times of the Prayers,,,559,"<p>
Narrated Ibn `Umar:

<p>Allah's Apostle said, ""None of you should try to pray at sunrise or sunset.""",10.0,,,,61,105860,2012-04-26 07:00:00
5630,bukhari,1,10,Times of the Prayers,,,560,"<p>
Narrated Abu Sa`id Al-Khudri:

<p>I heard Allah's Apostle saying, ""There is no prayer after the morning prayer till the sun rises, and there 
is no prayer after the `Asr prayer till the sun sets.""",10.0,,,,62,105870,2012-04-26 07:00:00
5640,bukhari,1,10,Times of the Prayers,,,561,"<p>
Narrated Muawiya:

<p>You offer a prayer which I did not see being offered by Allah's Apostle when we were in his company 
and he certainly had forbidden it (i.e. two rak`at after the `Asr prayer).",10.0,,,,63,105880,2012-04-26 07:00:00
5650,bukhari,1,10,Times of the Prayers,,,562,"<p>
Narrated Abu Huraira:

<p>Allah's Apostle forbade the offering of two prayers: 
-1. after the morning prayer till the sunrises. 
-2. after the `Asr prayer till the sun sets.",10.0,,,,64,105890,2012-04-26 07:00:00
5660,bukhari,1,10,Times of the Prayers,,,563,"<p>
Narrated Ibn `Umar:

<p>I pray as I saw my companions praying. I do not forbid praying at any time during the day or night 
except at sunset and sunrise.",10.0,,,,65,105900,2012-04-26 07:00:00
5670,bukhari,1,10,Times of the Prayers,,,564,"<p>
Narrated `Aisha:

<p>By Allah, Who took away the Prophet. The Prophet never missed them (two rak`at) after the `Asr 
prayer till he met Allah and he did not meet Allah till it became heavy for him to pray while standing 
so he used to offer most of the prayers while sitting. (She meant the two rak`at after `Asr) He used to 
pray them in the house and never prayed them in the mosque lest it might be hard for his followers 
and he loved what was easy for them .",10.0,,,,66,105910,2012-04-26 07:00:00
5680,bukhari,1,10,Times of the Prayers,,,565,"<p>
Narrated Hisham's father:

<p>`Aisha (addressing me) said, ""O son of my sister! The Prophet never missed two prostrations (i.e. 
rak`at) after the `Asr prayer in my house.""",10.0,,,,67,105920,2012-04-26 07:00:00
5690,bukhari,1,10,Times of the Prayers,,,566,"<p>
Narrated `Aisha:

<p>Allah's Apostle never missed two rak`at before the Fajr prayer and after the `Asr prayer openly and 
secretly.",10.0,,,,68,105930,2012-04-26 07:00:00
5700,bukhari,1,10,Times of the Prayers,,,567,"<p>
Narrated `Aisha:

<p>Whenever the Prophet come to me after the `Asr prayer, he always prayed two rak`at.",10.0,,,,69,105940,2012-04-26 07:00:00
5710,bukhari,1,10,Times of the Prayers,,,568,"<p>
Narrated Ibn Abu Malih [??]:

<p>I was with Buraida on a cloudy day and he said, ""Offer the `Asr prayer earlier as the Prophet said, 
'Whoever leaves the `Asr prayer will have all his (good) deeds annulled."" (See Hadith No. 527 and 
528)",10.0,,,,70,105950,2012-04-26 07:00:00
5720,bukhari,1,10,Times of the Prayers,,,569,"<p>
Narrated `Abdullah bin Abi Qatada:

<p>My father said, ""One night we were traveling with the Prophet and some people said, 'We wish that 
Allah's Apostle would take a rest along with us during the last hours of the night.' He said, 'I am afraid 
that you will sleep and miss the (Fajr) prayer.' Bilal said, 'I will make you get up.' So all slept and 
Bilal rested his back against his Rahila and he too was overwhelmed (by sleep) and slept. The Prophet 
got up when the edge of the sun had risen and said, 'O Bilal! What about your statement?' He replied, 
'I have never slept such a sleep.' The Prophet said, 'Allah captured your souls when He wished, and 
released them when He wished. O Bilal! Get up and pronounce the Adhan for the prayer.' The Prophet 
performed ablution and when the sun came up and became bright, he stood up and prayed.""",10.0,,,,71,105960,2012-04-26 07:00:00
5730,bukhari,1,10,Times of the Prayers,,,570,"<p>
Narrated Jabir bin `Abdullah:

<p>On the day of Al-Khandaq (the battle of trench.) `Umar bin Al-Khattab came cursing the disbelievers 
of Quraish after the sun had set and said, ""O Allah's Apostle I could not offer the `Asr prayer till the 
sun had set."" The Prophet said, ""By Allah! I, too, have not prayed."" So we turned towards Buthan, and 
the Prophet performed ablution and we too performed ablution and offered the `Asr prayer after the 
sun had set, and then he offered the Maghrib prayer.",10.0,,,,72,105970,2012-04-26 07:00:00
5740,bukhari,1,10,Times of the Prayers,,,571,"<p>
Narrated Anas:

<p>The Prophet said, ""If anyone forgets a prayer he should pray that prayer when he remembers it. There 
is no expiation except to pray the same."" Then he recited: ""Establish prayer for My (i.e. Allah's) 
remembrance."" (20.14).",10.0,,,,73,105981,2012-04-26 07:00:00
5750,bukhari,1,10,Times of the Prayers,,,572,"<p>
Narrated Jabir:

<p>`Umar came cursing the disbelievers (of Quraish) on the day of Al-Khandaq (the battle of Trench) and 
said, ""I could not offer the `Asr prayer till the sun had set. Then we went to Buthan and he offered the 
(`Asr) prayer after sunset and then he offered the Maghrib prayer.",10.0,,,,74,106000,2012-04-26 07:00:00
5760,bukhari,1,10,Times of the Prayers,,,573,"<p>
Narrated Abu-l-Minhal:

<p>My father and I went to Abi Barza Al-Aslami and my father said to him, ""Tell us how Allah's Apostle 
used to offer the compulsory congregational prayers."" He said, ""He used to pray the Zuhr prayer, 
which you call the first prayer, as the sun declined at noon, the `Asr at a time when one of US could 
go to his family at the farthest place in Medina while the sun was still hot. (The narrator forgot what 
Abu Barza had said about the Maghrib prayer), and the Prophet preferred to pray the `Isha' late and 
disliked to sleep before it or talk after it. And he used to return after finishing the morning prayer at 
such a time when it was possible for one to recognize the person sitting by his side and he (the 
Prophet) used to recite 60 to 100 'Ayat' (verses) of the Qur'an in it.""",10.0,,,,75,106010,2012-04-26 07:00:00
5770,bukhari,1,10,Times of the Prayers,,,574,"<p>
Narrated Qurra bin Khalid:

<p>Once he waited for Al-Hasan and he did not show up till it was about the usual time for him to start 
his speech; then he came and apologized saying, ""Our neighbors invited us."" Then he added, 
""Narrated Anas, 'Once we waited for the Prophet till it was midnight or about midnight. He came and 
led the prayer, and after finishing it, he addressed us and said, 'All the people prayed and then slept 
and you had been in prayer as long as you were waiting for it."" Al-Hasan said, ""The people are 
regarded as performing good deeds as long as they are waiting for doing good deeds."" Al-Hasan's 
statement is a portion of Anas's [??] Hadith from the Prophet .",10.0,,,,76,106020,2012-04-26 07:00:00
5780,bukhari,1,10,Times of the Prayers,,,575,"<p>
Narrated `Abdullah bin `Umar:

<p>The Prophet prayed one of the `Isha' prayer in his last days and after finishing it with Taslim, he stood 
up and said, ""Do you realize (the importance of) this night? Nobody present on the 
surface of the earth tonight would be living after the completion of one hundred years from this 
night."" 
The people made a mistake in grasping the meaning of this statement of Allah's Apostle and they 
indulged in those things which are said about these narrators (i.e. some said that the Day of 
Resurrection will be established after 100 years etc.) But the Prophet said, ""Nobody present on the 
surface of earth tonight would be living after the completion of 100 years from this night""; he meant 
""When that century (people of that century) would pass away.""",10.0,,,,77,106030,2012-04-26 07:00:00
